"mgc.DM.result","mcorr.DM.result","hhg.DM.result","mgc.AM.result","mcorr.AM.result","hhg.AM.result","mgc.LF.result","mcorr.LF.result","hhg.LF.result","fh.result"
0.002,9.03166291361668e-05,0.00194931773879142,0.052,0.0119760479041916,0.00199600798403194,0.578,0.585297053367754,0.352826510721248,0.784124216840741
0.002,7.41566097660629e-05,0.00194931773879142,0.002,0.00399201596806387,0.00199600798403194,0.268,0.24873807744964,0.649122807017544,0.0598424960244738
0.004,0.00596445035585158,0.0155945419103314,0.0740000000000001,0.06187624750499,0.115768463073852,0.046,0.0449538280817328,0.867446393762183,0.0222978100994208
0.104,0.102414839543182,0.0467836257309941,0.05,0.0399201596806387,0.06187624750499,0.896000000000001,0.886924752991559,0.746588693957115,0.642397583546772
0.002,6.57429676587107e-07,0.00584795321637427,0.002,0.00199600798403194,0.00199600798403194,0.434,0.410619710930546,0.522417153996101,0.310208727558662
0.344,0.450564074054617,0.251461988304094,0.962000000000001,0.810379241516966,0.167664670658683,0.278,0.290755478730745,0.58869395711501,0.533160927798161
0.472,0.557947475074262,0.278752436647173,0.648,0.634730538922156,0.610778443113772,0.178,0.143702247981914,0.816764132553606,0.26220452013276
0.002,0.124182868921606,0.037037037037037,0.198,0.161676646706587,0.0778443113772455,0.910000000000001,0.885413432623802,0.107212475633528,0.912484064527733
0.312,0.395174425093331,0.302144249512671,0.02,0.155688622754491,0.297405189620758,0.948000000000001,0.957239440835944,0.912280701754386,0.882115437180086
0.002,9.14719533673392e-07,0.00584795321637427,0.004,0.00399201596806387,0.00199600798403194,0.03,0.0166637029903193,0.892787524366472,0.0114512456392386
0.158,0.200451035010341,0.179337231968811,0.152,0.187624750499002,0.303393213572854,0.192,0.197153142851993,0.814814814814815,0.293248961198622
0.338,0.495694954103036,0.450292397660819,0.484,0.403193612774451,0.295409181636727,0.484,0.458862752792644,0.898635477582846,0.325018452503262
0.002,0.00114843057714054,0.00779727095516569,0.002,0.00598802395209581,0.0339321357285429,0.398,0.392710170612876,0.869395711500975,0.416508975143773
0.034,0.0115093680065141,0.037037037037037,0.044,0.0199600798403194,0.0339321357285429,0.718000000000001,0.719898350022446,0.192982456140351,0.768357563396358
0.042,0.0578016979199812,0.0116959064327485,0.496,0.12375249500998,0.0219560878243513,0.154,0.128427447696379,0.91812865497076,0.0193903794978416
0.004,0.0404359201206441,0.0116959064327485,0.224,0.00998003992015968,0.00399201596806387,0.51,0.485030616055642,0.744639376218324,0.450825784410937
0.244,0.343871604736554,0.276803118908382,0.408,0.231536926147705,0.0918163672654691,0.544,0.499970087497903,0.526315789473684,0.722150693125265
0.002,0.0469780944975557,0.0214424951267057,0.204,0.0598802395209581,0.0279441117764471,0.484,0.499546172898158,0.421052631578947,0.613374934638271
0.302,0.42901401925379,0.415204678362573,0.0980000000000001,0.179640718562874,0.165668662674651,0.202,0.24696449619694,0.654970760233918,0.474678570560832
0.538,0.629896449163623,0.522417153996101,0.926000000000001,0.884231536926148,0.698602794411178,0.342,0.303898049271425,0.00584795321637427,0.339016370821563
0.252,0.355471996283843,0.272904483430799,0.306,0.373253493013972,0.493013972055888,0.2,0.220793729279202,0.912280701754386,0.139718423170308
0.004,0.0752115820753899,0.050682261208577,0.026,0.0339321357285429,0.0978043912175649,0.972000000000001,0.950375029261115,0.830409356725146,0.956200479619398
0.192,0.261723695673526,0.087719298245614,0.654,0.397205588822355,0.293413173652695,0.404,0.383584709677246,0.65692007797271,0.531470359504424
0.026,0.115384728355209,0.0818713450292398,0.172,0.063872255489022,0.0658682634730539,0.668,0.629818246303904,0.192982456140351,0.695324290451058
0.218,0.296388866729759,0.157894736842105,0.136,0.0998003992015968,0.145708582834331,0.922000000000001,0.933275234915108,0.173489278752437,0.943330084420375
0.014,0.0142728906689346,0.0175438596491228,0.0740000000000001,0.0558882235528942,0.0678642714570858,0.002,0.0155884822537873,0.908382066276803,0.00465746208757669
0.002,0.00233761471915883,0.0155945419103314,0.008,0.0339321357285429,0.0139720558882236,0.356,0.372249004888274,0.331384015594542,0.506294023129003
0.236,0.336308730954052,0.196881091617934,0.036,0.0678642714570858,0.105788423153693,0.890000000000001,0.89481330247741,0.8635477582846,0.881884567734277
0.004,0.000427662751828484,0.0175438596491228,0.032,0.00598802395209581,0.00199600798403194,0.306,0.309234370371078,0.62962962962963,0.354345074026301
0.004,6.01506569819499e-06,0.00584795321637427,0.014,0.00798403193612774,0.00199600798403194,0.874000000000001,0.870980811675804,0.545808966861598,0.834488652386407
0.002,0.000758858882171864,0.00194931773879142,0.016,0.0139720558882236,0.00199600798403194,0.682,0.634033965212174,0.181286549707602,0.348065511417288
0.17,0.229527265139237,0.15009746588694,0.338,0.147704590818363,0.0499001996007984,0.276,0.250462181339344,0.138401559454191,0.230587761601061
0.002,0.000375156641769792,0.00974658869395711,0.002,0.00598802395209581,0.00598802395209581,0.38,0.374186359928312,0.518518518518518,0.497530094354644
0.236,0.239020779328929,0.105263157894737,0.226,0.213572854291417,0.500998003992016,0.768000000000001,0.737485055294436,0.760233918128655,0.828946067825502
0.002,0.000308540926599599,0.00194931773879142,0.008,0.0119760479041916,0.00998003992015968,0.248,0.245056967088227,0.842105263157895,0.171360555305426
0.266,0.398858125457709,0.608187134502924,0.018,0.115768463073852,0.706586826347305,0.44,0.45250117900907,0.744639376218324,0.655806275182746
0.002,0.000204342847479611,0.00194931773879142,0.224,0.0339321357285429,0.00998003992015968,0.004,0.00733036421458222,0.992202729044834,0.0230664474222374
0.002,0.0507096980558205,0.01364522417154,0.548,0.119760479041916,0.0179640718562874,0.568,0.546197138388212,0.750487329434698,0.51956192263621
0.332,0.456988876328463,0.153996101364522,0.154,0.295409181636727,0.383233532934132,0.386,0.38386083988681,0.177387914230019,0.678502647735244
0.002,1.62498184907989e-07,0.00194931773879142,0.002,0.00199600798403194,0.00199600798403194,0.254,0.25456941417719,0.269005847953216,0.477327837945279
0.156,0.151408077567891,0.300194931773879,0.114,0.181636726546906,0.279441117764471,0.994000000000001,0.994303001801779,0.382066276803119,0.993245351507982
0.25,0.405345071032884,0.545808966861598,0.216,0.277445109780439,0.383233532934132,0.864000000000001,0.870194974887817,0.908382066276803,0.882634958466851
0.036,0.0108241334651282,0.0721247563352826,0.024,0.0399201596806387,0.00998003992015968,0.002,3.48011351788413e-05,0.107212475633528,0.0221951988549353
0.236,0.298998484655228,0.1364522417154,0.46,0.267465069860279,0.163672654690619,0.474,0.456487928669965,0.84990253411306,0.242347484944339
0.02,0.0294700635646489,0.0331384015594542,0.386,0.11377245508982,0.0399201596806387,0.582,0.566219984220217,0.768031189083821,0.741335509962508
0.144,0.168996537669989,0.12280701754386,0.374,0.115768463073852,0.0359281437125748,0.172,0.190112097193152,0.161793372319688,0.283951775287406
0.632,0.695442640308027,0.541910331384016,0.46,0.50499001996008,0.461077844311377,0.780000000000001,0.765104131361083,0.346978557504873,0.832665712825107
0.002,0.00138693272686063,0.0116959064327485,0.008,0.0439121756487026,0.00399201596806387,0.154,0.158051351609306,0.56140350877193,0.301722994276173
0.044,0.303654470361952,0.0994152046783626,0.04,0.111776447105788,0.117764471057884,0.924000000000001,0.908326571278103,0.617933723196881,0.946764076940776
0.358,0.501896705300385,0.239766081871345,0.362,0.409181636726547,0.429141716566866,0.242,0.227361260825376,0.115009746588694,0.709498184999801
0.002,0.00188860508642597,0.00779727095516569,0.014,0.00798403193612774,0.00598802395209581,0.142,0.174129349695005,0.194931773879142,0.188198342516317
0.468,0.583928559764636,0.580896686159844,0.118,0.125748502994012,0.125748502994012,0.408,0.38459518082141,0.606237816764133,0.585373331370305
0.008,0.0445830882903726,0.0818713450292398,0.498,0.205588822355289,0.311377245508982,0.3,0.286470861858548,0.47953216374269,0.240823517216773
0.002,0.0112379171479804,0.0175438596491228,0.0960000000000001,0.0518962075848303,0.0219560878243513,0.4,0.434163262594507,0.875243664717349,0.498063760338009
0.002,0.000143682147656143,0.00584795321637427,0.004,0.00998003992015968,0.00798403193612774,0.778000000000001,0.794949655465163,0.173489278752437,0.717523988610982
0.176,0.240135751361475,0.113060428849903,0.246,0.191616766467066,0.153692614770459,0.454,0.443006617150382,0.53411306042885,0.588833770967784
0.002,0.00873818318619235,0.00779727095516569,0.01,0.0179640718562874,0.00598802395209581,0.194,0.195274702374654,0.573099415204678,0.267291218724357
0.002,4.94812877739337e-05,0.00194931773879142,0.004,0.00399201596806387,0.00199600798403194,0.676,0.668603903635731,0.906432748538012,0.539359867754821
0.356,0.471222626776126,0.32943469785575,0.324,0.189620758483034,0.0818363273453094,0.654,0.64755108023479,0.251461988304094,0.455826512126729
0.282,0.368245649387663,0.331384015594542,0.194,0.2375249500998,0.241516966067864,0.67,0.632917725002697,0.261208576998051,0.723256582566691
0.002,0.000271971844909902,0.00779727095516569,0.03,0.0119760479041916,0.00399201596806387,0.842000000000001,0.850692926230874,0.450292397660819,0.854021126692961
0.002,2.21342166817351e-09,0.00389863547758285,0.002,0.00399201596806387,0.00798403193612774,0.252,0.262536187212175,0.888888888888889,0.162136616099598
0.002,0.00178292350032516,0.0194931773879142,0.018,0.0499001996007984,0.0518962075848303,0.768000000000001,0.746419241827545,0.463937621832359,0.745807125629496
0.178,0.28140283799761,0.366471734892788,0.152,0.167664670658683,0.295409181636727,0.318,0.33187780944861,0.0194931773879142,0.117144378118822
0.402,0.491045734050441,0.230019493177388,0.682,0.708582834331337,0.518962075848303,0.596,0.610984309523431,0.785575048732943,0.682350862646278
0.01,0.0631355238456855,0.0428849902534113,0.01,0.0199600798403194,0.0159680638722555,0.54,0.538484300479592,0.107212475633528,0.630763269509407
0.274,0.375837863138537,0.138401559454191,0.284,0.303393213572854,0.399201596806387,0.946000000000001,0.951559339702689,0.415204678362573,0.98152132770202
0.022,0.154926942573203,0.087719298245614,0.022,0.0359281437125748,0.155688622754491,0.968000000000001,0.969121331520532,0.423001949317739,0.944548538042796
0.002,0.00574654123492668,0.00389863547758285,0.01,0.0159680638722555,0.00199600798403194,0.212,0.208275109559988,0.241715399610136,0.280621794894347
0.192,0.275521836337512,0.169590643274854,0.168,0.219560878243513,0.205588822355289,0.14,0.139832220819497,0.171539961013645,0.353655090009861
0.176,0.207882229302379,0.120857699805068,0.436,0.321357285429142,0.107784431137725,0.488,0.467782098346773,0.951267056530214,0.498460990960249
0.002,1.39627190920422e-07,0.00389863547758285,0.002,0.00199600798403194,0.00199600798403194,0.704000000000001,0.700953896832941,0.902534113060429,0.665857896690939
0.002,0.000618362497113667,0.00584795321637427,0.022,0.00798403193612774,0.00399201596806387,0.57,0.597251700461276,0.389863547758285,0.859235231390016
0.008,8.48101499181242e-05,0.01364522417154,0.006,0.00199600798403194,0.00798403193612774,0.24,0.206439526578782,0.169590643274854,0.245560079752481
0.232,0.297141765863875,0.202729044834308,0.326,0.259481037924152,0.229540918163673,0.552,0.541051946576313,0.477582846003899,0.368561530723188
0.004,0.0687202003966356,0.0272904483430799,0.356,0.0758483033932136,0.0259481037924152,0.142,0.128150173246855,0.538011695906433,0.0621022995076232
0.878000000000001,0.797384163461965,0.783625730994152,0.568,0.694610778443114,0.728542914171657,0.854000000000001,0.816012765447854,0.372319688109162,0.733895258292027
0.62,0.671457878294895,0.467836257309941,0.008,0.211576846307385,0.171656686626747,0.746000000000001,0.745881047922347,0.194931773879142,0.677108694709971
0.872000000000001,0.799918709988908,0.426900584795322,0.494,0.776447105788423,0.992015968063872,0.512,0.498169716534511,0.235867446393762,0.595901413966099
0.56,0.617847409423071,0.651072124756335,0.618,0.602794411177645,0.710578842315369,0.496,0.48598046853654,0.440545808966862,0.446226564259705
0.002,7.81819053941035e-13,0.00194931773879142,0.002,0.00199600798403194,0.00199600798403194,0.598,0.587330441557537,0.0487329434697856,0.72046552505206
0.01,0.0363850856211949,0.0214424951267057,0.732000000000001,0.393213572854291,0.159680638722555,0.0800000000000001,0.0812575995994804,0.840155945419103,0.0599836886760121
0.046,0.299497952655759,0.0721247563352826,0.828000000000001,0.479041916167665,0.239520958083832,0.128,0.131872380432013,0.103313840155945,0.350625222672421
0.002,0.0036762007618798,0.0155945419103314,0.018,0.0159680638722555,0.0179640718562874,0.164,0.162503638468078,0.968810916179337,0.19541920467837
0.002,6.95710038012276e-06,0.00584795321637427,0.052,0.0239520958083832,0.0399201596806387,0.056,0.062677579865111,0.992202729044834,0.0840581136965496
0.002,0.000308347115591467,0.00779727095516569,0.002,0.00199600798403194,0.00199600798403194,0.152,0.144578304611884,0.263157894736842,0.269123155835578
0.152,0.187405126098817,0.12280701754386,0.0720000000000001,0.121756487025948,0.269461077844311,0.548,0.515485047060756,0.884990253411306,0.421161404057668
0.36,0.507407665034644,0.426900584795322,0.018,0.127744510978044,0.193612774451098,0.424,0.397295984243785,0.563352826510721,0.0665200244581822
0.172,0.228294423326733,0.124756335282651,0.112,0.115768463073852,0.0878243512974052,0.15,0.164813414094607,0.90448343079922,0.566908076662436
0.002,0.000119778473813725,0.00974658869395711,0.01,0.00598802395209581,0.00798403193612774,0.034,0.0063732750190677,0.510721247563353,0.000799644692711713
0.408,0.531489076934232,0.317738791423002,0.478,0.385229540918164,0.42315369261477,0.986000000000001,0.975592640011003,0.34307992202729,0.956422766939116
0.222,0.243432337282359,0.177387914230019,0.028,0.0339321357285429,0.0179640718562874,0.576,0.56077345055871,0.419103313840156,0.504431443976378
0.002,0.0327921949623273,0.00584795321637427,0.17,0.0459081836327345,0.0159680638722555,0.28,0.259614891503755,0.871345029239766,0.513896084857993
0.14,0.202097147968182,0.288499025341131,0.0720000000000001,0.13373253493014,0.333333333333333,0.44,0.424516275224266,0.46588693957115,0.278534969158919
0.002,1.17152636480711e-08,0.00194931773879142,0.002,0.00199600798403194,0.00199600798403194,0.322,0.299795555689846,0.144249512670565,0.338448387821189
0.488,0.61689809786918,0.738791423001949,0.214,0.367265469061876,0.540918163672655,0.142,0.12220104986346,0.933723196881092,0.0939943107240403
0.002,0.00207996450100834,0.0155945419103314,0.01,0.0279441117764471,0.0658682634730539,0.124,0.145434212903738,0.98635477582846,0.388208013665947
0.006,0.0281757225746366,0.0487329434697856,0.04,0.0518962075848303,0.0499001996007984,0.998000000000001,0.997168077758084,0.56140350877193,0.999789246316483
0.004,0.139191237900031,0.0428849902534113,0.398,0.177644710578842,0.125748502994012,0.648,0.659151961438727,0.766081871345029,0.570577515884455
0.2,0.294856950908481,0.165692007797271,0.43,0.207584830339321,0.121756487025948,0.572,0.576631892457851,0.485380116959064,0.374420905225745
0.178,0.263842119002434,0.1364522417154,0.172,0.169660678642715,0.127744510978044,0.876000000000001,0.876075535570058,0.499025341130604,0.88297784621486
0.028,0.147858341199388,0.0779727095516569,0.01,0.0538922155688623,0.111776447105788,0.386,0.356809165142218,0.45224171539961,0.385759753060115
0.14,0.167672374112921,0.0389863547758285,0.46,0.397205588822355,0.343313373253493,0.442,0.386146807292803,0.612085769980507,0.606641779767015
0.002,0.000991872934773097,0.00194931773879142,0.012,0.00199600798403194,0.00199600798403194,0.842000000000001,0.807204088528375,0.335282651072125,0.651290496982262
0.634,0.707455317750038,0.551656920077973,0.880000000000001,0.900199600798403,0.880239520958084,0.036,0.0367779510969131,0.886939571150097,0.0621718805462395
0.004,0.00850047609759597,0.0194931773879142,0.014,0.00798403193612774,0.0399201596806387,0.602,0.587448635804776,0.243664717348928,0.572593827431295
0.002,0.0163777952500181,0.00584795321637427,0.012,0.0119760479041916,0.0159680638722555,0.930000000000001,0.944321519460771,0.56140350877193,0.931616416733814
0.304,0.4267956678457,0.278752436647173,0.154,0.0818363273453094,0.119760479041916,0.122,0.128188863856507,0.366471734892788,0.178003132295188
0.24,0.274004294307223,0.0682261208576998,0.766000000000001,0.67065868263473,0.341317365269461,0.394,0.401912413625121,0.600389863547758,0.548479086272378
0.202,0.244650956770949,0.189083820662768,0.336,0.337325349301397,0.451097804391218,0.722000000000001,0.698565683867968,0.087719298245614,0.640085228906139
0.012,0.0201987315349834,0.0175438596491228,0.054,0.0658682634730539,0.0518962075848303,0.0800000000000001,0.119441171841716,0.957115009746589,0.0239689618252311
